회자	추첨일	N1-N2-N3-N4-N5-N6	BN	SUM	AC	L05	L10	1등	당첨금액	2등	당첨금액	3등	당첨금액	4등	당첨금액	5등	당첨금액	자동	수동	반자동
0337	2009-05-16	01-05-14-18-32-37	04	107	8	2	4	8	1,257,500,513	33	50,808,102	1,194	1,404,245	59,392	56,462	989,912	5,000	4	4	0
0338	2009-05-23	02-13-34-38-42-45	16	174	7	4	4	3	3,383,431,000	39	43,377,321	1,123	1,506,426	54,492	62,091	930,171	5,000	2	1	0
0339	2009-05-30	06-08-14-21-30-37	45	116	8	4	5	9	1,096,778,334	32	51,411,485	1,107	1,486,150	54,545	60,324	913,229	5,000	8	1	0
0340	2009-06-06	18-24-26-29-34-38	32	169	8	5	5	7	1,439,393,186	35	47,979,773	1,125	1,492,705	56,209	59,752	930,628	5,000	4	3	0
0341	2009-06-13	01-08-19-34-39-43	41	144	10	3	6	7	1,497,207,772	33	52,931,588	1,235	1,414,367	58,756	59,458	978,760	5,000	3	4	0
0342	2009-06-20	01-13-14-33-34-43	25	138	8	5	5	3	3,454,095,800	29	59,553,376	1,177	1,467,331	56,149	61,517	924,123	5,000	3	0	0
0343	2009-06-27	01-10-17-29-31-43	15	131	8	3	4	6	1,717,153,000	29	59,212,173	1,096	1,566,746	53,794	63,842	931,340	5,000	5	1	0
0344	2009-07-04	01-02-15-28-34-45	38	125	9	4	5	7	1,467,106,543	23	74,418,448	1,106	1,547,581	56,496	60,593	960,640	5,000	6	1	0
0345	2009-07-11	15-20-23-29-39-42	02	168	8	3	6	2	5,203,577,550	38	45,645,418	1,028	1,687,282	50,722	68,394	884,042	5,000	1	1	0
0346	2009-07-18	05-13-14-22-44-45	33	143	6	3	5	5	2,017,727,340	26	64,670,749	1,146	1,467,225	54,509	61,695	923,360	5,000	3	2	0
0347	2009-07-25	03-08-13-27-32-42	10	125	4	3	5	7	1,456,624,286	38	44,720,922	1,399	1,214,722	63,761	53,306	1,023,184	5,000	3	4	0
0348	2009-08-01	03-14-17-20-24-31	34	109	5	5	6	3	3,299,994,000	37	44,594,514	1,222	1,350,244	65,694	50,233	978,637	5,000	3	0	0
0349	2009-08-08	05-13-14-20-24-25	36	101	8	5	5	3	3,353,209,000	37	45,313,636	1,168	1,435,450	59,338	56,511	990,178	5,000	3	0	0
0350	2009-08-15	01-08-18-24-29-33	35	113	10	4	6	9	1,101,052,467	23	71,807,770	1,197	1,379,765	57,420	57,527	964,952	5,000	9	0	0
0351	2009-08-22	05-25-27-29-34-36	33	156	6	4	5	4	2,583,357,150	29	59,387,521	1,137	1,514,722	55,472	62,094	950,273	5,000	2	2	0
0352	2009-08-29	05-16-17-20-26-41	24	125	8	3	3	6	1,732,858,250	29	59,753,733	1,166	1,486,157	58,931	58,810	1,006,238	5,000	4	2	0
0353	2009-09-05	11-16-19-22-29-36	26	133	8	3	4	2	5,290,838,250	29	60,814,233	1,042	1,692,527	54,217	65,058	928,067	5,000	1	1	0
0354	2009-09-12	14-19-36-43-44-45	01	201	9	3	6	5	2,124,464,340	34	52,070,205	1,014	1,745,944	54,318	65,187	930,195	5,000	5	0	0
0355	2009-09-19	05-08-29-30-35-44	38	151	10	4	4	5	2,145,424,800	24	74,493,917	1,094	1,634,236	54,130	66,058	925,997	5,000	4	1	0
0356	2009-09-26	02-08-14-25-29-45	24	123	9	5	5	9	1,157,185,267	37	46,912,917	1,263	1,374,330	61,162	56,761	996,940	5,000	6	3	0
0357	2009-10-03	10-14-18-21-36-37	05	136	9	2	3	2	5,313,394,350	27	65,597,462	1,116	1,587,036	56,547	62,643	980,978	5,000	2	0	0
0358	2009-10-10	01-09-10-12-21-40	37	93	8	2	3	3	3,472,654,900	44	39,461,988	1,382	1,256,388	68,247	50,884	1,092,528	5,000	3	0	0
0359	2009-10-17	01-10-19-20-24-40	23	114	9	4	6	8	1,286,712,600	37	46,368,022	1,656	1,036,001	73,283	46,822	1,097,592	5,000	5	3	0
0360	2009-10-24	04-16-23-25-35-40	27	143	8	3	4	3	3,566,716,200	33	54,041,155	1,208	1,476,290	60,311	59,139	1,005,187	5,000	3	0	0
0361	2009-10-31	05-10-16-24-27-35	33	117	6	5	6	7	1,473,115,115	34	50,548,068	1,463	1,174,733	67,347	51,039	1,068,999	5,000	5	2	0
0362	2009-11-07	02-03-22-27-30-40	29	124	10	3	5	6	1,729,424,650	26	66,516,333	1,173	1,474,361	56,798	60,898	974,787	5,000	6	0	0
0363	2009-11-14	11-12-14-21-32-38	06	128	10	3	4	4	2,615,910,600	33	52,846,679	1,216	1,434,162	59,672	58,451	998,514	5,000	3	1	0
0364	2009-11-21	02-05-07-14-16-40	04	84	8	5	5	4	2,531,914,800	37	45,620,087	1,259	1,340,702	63,195	53,421	1,043,314	5,000	3	1	0
0365	2009-11-28	05-15-21-25-26-30	31	122	7	4	4	1	10,697,716,800	35	50,941,509	1,181	1,509,698	62,472	57,081	1,014,701	5,000	1	0	0
0366	2009-12-05	05-12-19-26-27-44	38	133	7	4	6	2	5,351,553,900	39	45,739,777	1,617	1,103,186	71,467	49,921	1,028,514	5,000	2	0	0
0367	2009-12-12	03-22-25-29-32-44	19	155	6	5	6	7	1,581,736,586	37	49,874,578	1,049	1,759,161	55,158	66,912	955,212	5,000	7	0	0
0368	2009-12-19	11-21-24-30-39-45	26	170	7	3	4	7	1,465,825,115	38	45,003,403	1,195	1,431,071	57,581	59,400	954,346	5,000	4	3	0
0369	2009-12-26	17-20-35-36-41-43	21	192	10	0	2	6	1,842,177,750	31	59,425,089	1,157	1,592,203	59,383	62,044	987,272	5,000	5	1	0
0370	2010-01-02	16-18-24-42-44-45	17	189	8	4	4	7	1,678,941,943	32	61,211,425	1,168	1,677,026	60,549	64,701	1,058,734	5,000	6	1	0
0371	2010-01-09	07-09-15-26-27-42	18	126	10	4	5	7	1,524,130,543	29	61,315,597	1,201	1,480,560	62,102	57,266	1,028,012	5,000	5	2	0
0372	2010-01-16	08-11-14-16-18-21	13	88	4	4	5	9	1,192,593,200	37	48,348,373	1,368	1,307,668	62,564	57,186	1,038,927	5,000	3	6	0
0373	2010-01-23	15-26-37-42-43-45	09	208	9	5	5	4	2,791,801,125	29	64,179,337	1,117	1,666,250	57,659	64,559	987,105	5,000	3	1	0
0374	2010-01-30	11-13-15-17-25-34	26	115	7	3	4	2	5,528,717,850	27	68,255,776	1,398	1,318,245	69,786	52,816	1,122,320	5,000	1	1	0
0375	2010-02-06	04-08-19-25-27-45	07	128	10	4	5	7	1,581,284,058	42	43,924,558	1,279	1,442,402	64,951	56,807	1,096,831	5,000	6	1	0
0376	2010-02-13	01-11-13-24-28-40	07	117	8	3	3	6	1,956,915,800	51	38,370,899	1,411	1,386,900	69,450	56,355	1,151,878	5,000	5	1	0
0377	2010-02-20	06-22-29-37-43-45	23	182	7	3	5	3	3,912,085,400	22	88,911,032	1,198	1,632,757	58,733	66,608	1,009,758	5,000	3	0	0
0378	2010-02-27	05-22-29-31-34-39	43	160	8	3	4	5	2,317,698,240	30	64,380,507	1,124	1,718,341	59,742	64,659	1,023,866	5,000	5	0	0
0379	2010-03-06	06-10-22-31-35-40	19	144	7	4	5	7	1,598,999,786	71	26,274,645	1,342	1,390,090	62,084	60,096	1,022,769	5,000	6	1	0
0380	2010-03-13	01-02-08-17-26-37	27	91	9	4	5	4	2,684,274,825	42	42,607,537	1,464	1,222,348	77,583	46,132	1,137,404	5,000	3	1	0
0381	2010-03-20	01-05-10-12-16-20	11	64	6	3	4	19	565,738,895	62	28,895,267	1,981	904,345	82,120	43,632	1,211,298	5,000	6	13	0
0382	2010-03-27	10-15-22-24-27-42	19	140	8	3	6	6	1,846,674,900	32	57,708,591	1,212	1,523,660	62,267	59,315	1,046,779	5,000	5	1	0
0383	2010-04-03	04-15-28-33-37-40	25	157	10	3	5	3	3,596,522,100	28	64,223,609	1,251	1,437,459	60,525	59,423	1,010,183	5,000	3	0	0
0384	2010-04-10	11-22-24-32-36-38	07	163	8	2	3	3	3,658,734,200	41	44,618,710	1,215	1,505,652	62,090	58,927	1,030,160	5,000	3	0	0
0385	2010-04-17	07-12-19-21-29-32	09	120	10	2	4	7	1,542,032,700	36	49,973,282	1,235	1,456,712	62,096	57,944	1,026,272	5,000	2	5	0
0386	2010-04-24	04-07-10-19-31-40	26	111	6	5	6	10	1,042,953,330	59	29,461,959	1,683	1,032,832	72,203	48,150	1,114,222	5,000	5	5	0
0387	2010-05-01	01-26-31-34-40-43	20	175	8	3	6	4	2,675,533,500	26	68,603,424	1,177	1,515,454	58,115	61,385	978,618	5,000	2	2	0
0388	2010-05-08	01-08-09-17-29-32	45	96	9	3	5	4	2,545,543,875	30	56,567,642	1,269	1,337,297	61,475	55,211	1,036,812	5,000	3	1	0
0389	2010-05-15	07-16-18-20-23-26	03	110	8	2	4	5	2,119,027,020	36	49,051,552	1,253	1,409,303	60,800	58,088	1,021,691	5,000	5	0	0
0390	2010-05-22	16-17-28-37-39-40	15	177	6	3	5	1	10,373,997,900	37	46,729,721	1,087	1,590,617	55,834	61,934	960,968	5,000	1	0	0
0391	2010-05-29	10-11-18-22-28-39	30	128	8	4	6	1	10,508,749,800	32	54,733,072	1,337	1,309,992	60,803	57,611	1,013,235	5,000	0	1	0
0392	2010-06-05	01-03-07-08-24-42	43	85	10	3	5	6	1,713,528,700	30	57,117,624	1,504	1,139,315	73,927	46,358	1,125,811	5,000	4	2	0
0393	2010-06-12	09-16-28-40-41-43	21	177	9	5	5	8	1,362,003,975	35	51,885,866	1,072	1,694,035	55,951	64,915	966,901	5,000	6	2	0
0394	2010-06-19	01-13-20-22-25-28	15	109	8	4	4	1	10,654,349,100	33	53,809,844	1,204	1,474,855	56,300	63,081	967,784	5,000	1	0	0
0395	2010-06-26	11-15-20-26-31-35	07	138	4	3	4	7	1,534,635,000	42	42,628,750	1,420	1,260,851	64,267	55,718	1,038,443	5,000	4	3	0
0396	2010-07-03	18-20-31-34-40-45	30	188	8	4	5	2	5,296,622,400	34	51,927,671	1,202	1,468,836	61,586	57,336	1,015,292	5,000	1	1	0
0397	2010-07-10	12-13-17-22-25-33	08	122	8	3	4	3	3,499,519,700	31	56,443,867	1,366	1,280,937	66,958	52,265	1,089,481	5,000	1	2	0
0398	2010-07-17	10-15-20-23-42-44	07	154	9	3	5	4	2,680,625,550	31	57,647,862	1,112	1,607,090	57,405	62,263	968,563	5,000	2	2	0
0399	2010-07-24	01-02-09-17-19-42	20	90	9	4	4	8	1,276,854,975	40	42,561,833	1,462	1,164,483	76,998	44,222	1,150,232	5,000	6	2	0
0400	2010-07-31	09-21-27-34-41-43	02	175	9	2	4	4	2,669,834,325	30	59,329,652	1,254	1,419,370	59,141	60,192	978,194	5,000	2	2	0
0401	2010-08-07	06-12-18-31-38-43	09	148	7	4	4	9	1,168,214,792	29	60,424,904	1,355	1,293,227	59,599	50,000	949,491	5,000	5	4	0
0402	2010-08-14	05-09-15-19-22-36	32	106	6	4	4	4	2,662,206,188	41	43,287,906	1,271	1,396,385	62,656	50,000	1,034,048	5,000	3	1	0
0403	2010-08-21	10-14-22-24-28-37	26	135	8	2	4	5	2,122,396,875	43	41,131,723	1,321	1,338,883	63,122	50,000	1,030,051	5,000	4	1	0
0404	2010-08-28	05-20-21-24-33-40	36	143	8	4	6	3	3,566,659,375	26	68,589,604	1,273	1,400,888	63,559	50,000	1,050,065	5,000	3	0	0
0405	2010-09-04	01-02-10-25-26-44	04	108	8	3	6	3	3,543,878,000	35	50,626,829	1,283	1,381,091	63,080	50,000	1,056,188	5,000	3	0	0
0406	2010-09-11	07-12-21-24-27-36	45	127	6	5	5	5	2,156,142,450	33	54,448,042	1,442	1,246,038	66,604	50,000	1,065,324	5,000	2	3	0
0407	2010-09-18	06-07-13-16-24-25	01	91	7	4	5	7	1,649,707,286	27	71,283,649	1,268	1,517,870	65,481	50,000	1,108,695	5,000	4	3	0
0408	2010-09-25	09-20-21-22-30-37	16	139	9	5	5	5	2,235,375,825	33	56,448,885	1,244	1,497,439	62,101	50,000	1,039,160	5,000	3	2	0
0409	2010-10-02	06-09-21-31-32-40	38	139	10	4	5	4	2,896,989,750	36	53,647,959	1,320	1,463,127	64,123	50,000	1,061,106	5,000	2	2	0
0410	2010-10-09	01-03-18-32-40-41	16	135	10	3	5	9	1,249,335,709	37	50,648,745	1,303	1,438,223	65,942	50,000	1,088,956	5,000	5	4	0
0411	2010-10-16	11-14-22-35-37-39	05	158	9	2	3	12	953,227,563	36	52,957,087	1,318	1,446,476	63,403	50,000	1,041,554	5,000	7	5	0
0412	2010-10-23	04-07-39-41-42-45	40	178	6	3	3	7	1,656,199,822	34	56,830,387	1,223	1,579,913	59,882	50,000	1,016,225	5,000	7	0	0
0413	2010-10-30	02-09-15-23-34-40	03	123	8	2	4	4	2,814,673,500	36	52,123,584	1,256	1,493,989	62,797	50,000	1,062,284	5,000	4	0	0
0414	2010-11-06	02-14-15-22-23-44	43	120	7	5	6	1	11,703,832,500	35	55,732,536	1,220	1,598,885	58,726	50,000	982,817	5,000	1	0	0
0415	2010-11-13	07-17-20-26-30-40	24	140	6	2	5	8	1,334,182,407	35	50,825,997	1,587	1,120,927	71,409	50,000	1,114,259	5,000	5	3	0
0416	2010-11-20	05-06-08-11-22-26	44	78	9	3	4	10	1,072,037,100	32	55,835,266	1,501	1,190,359	70,470	50,000	1,122,015	5,000	7	3	0
0417	2010-11-27	04-05-14-20-22-43	44	108	10	5	5	4	2,818,329,938	34	55,261,372	1,181	1,590,929	58,879	50,000	1,001,817	5,000	4	0	0
0418	2010-12-04	11-13-15-26-28-34	31	127	6	4	5	8	1,435,649,766	46	41,613,037	1,316	1,454,560	61,748	50,000	1,025,606	5,000	4	4	0
0419	2010-12-11	02-11-13-14-28-30	07	98	8	6	6	3	3,796,490,750	33	57,522,588	1,194	1,589,821	60,100	50,000	1,012,637	5,000	3	0	0
0420	2010-12-18	04-09-10-29-31-34	27	117	8	2	4	8	1,424,856,375	35	54,280,243	1,187	1,600,513	62,929	50,000	1,065,564	5,000	7	1	0
0421	2010-12-25	06-11-26-27-28-44	30	142	7	4	5	5	2,321,144,325	36	53,730,193	1,203	1,607,887	62,947	50,000	1,050,873	5,000	4	1	0
0422	2011-01-01	08-15-19-21-34-44	12	141	9	4	4	6	2,205,251,375	21	105,011,971	1,293	1,705,531	64,044	50,000	1,104,218	5,000	5	1	0
0423	2011-01-08	01-17-27-28-29-40	05	142	7	3	5	3	3,896,153,875	47	41,448,446	1,432	1,360,389	69,948	50,000	1,150,428	5,000	2	1	0
0424	2011-01-15	10-11-26-31-34-44	30	156	10	6	6	10	1,109,480,813	51	36,257,543	1,686	1,096,759	75,456	50,000	1,159,669	5,000	8	2	0
0425	2011-01-22	08-10-14-27-33-38	03	130	8	4	4	8	1,534,833,000	41	49,913,269	1,297	1,577,829	66,071	50,000	1,110,949	5,000	5	3	0
0426	2011-01-29	04-17-18-27-39-43	19	148	10	3	4	4	3,057,233,625	63	32,351,679	1,463	1,393,135	71,102	50,000	1,174,590	5,000	4	0	0
0427	2011-02-05	06-07-15-24-28-30	21	110	9	3	4	1	12,571,445,625	33	63,492,150	1,415	1,480,736	71,400	50,000	1,184,720	5,000	1	0	0
0428	2011-02-12	12-16-19-22-37-40	08	146	6	2	3	9	1,437,683,209	30	71,884,161	1,568	1,375,335	76,003	50,000	1,258,031	5,000	8	1	0
0429	2011-02-19	03-23-28-34-39-42	16	169	8	3	3	9	1,485,904,709	37	60,239,381	1,389	1,604,649	68,256	50,000	1,150,652	5,000	9	0	0
0430	2011-02-26	01-03-16-18-30-34	44	102	8	5	6	8	1,611,763,219	45	47,755,948	1,449	1,483,104	70,039	50,000	1,180,669	5,000	8	0	0
0431	2011-03-05	18-22-25-31-38-45	06	179	6	3	4	10	1,268,434,013	43	49,164,110	1,337	1,581,195	66,865	50,000	1,115,054	5,000	7	3	0
0432	2011-03-12	02-03-05-11-27-39	33	87	10	3	4	5	2,299,427,550	48	39,920,618	1,747	1,096,846	83,754	50,000	1,331,414	5,000	5	0	0
0433	2011-03-19	19-23-29-33-35-43	27	182	5	2	5	11	1,182,294,410	41	52,866,824	1,278	1,696,041	65,906	50,000	1,112,537	5,000	9	2	0
0434	2011-03-26	03-13-20-24-33-37	35	130	7	3	4	8	1,480,060,266	37	53,335,506	1,867	1,056,998	78,263	50,000	1,217,852	5,000	6	2	0
0435	2011-04-02	08-16-26-30-38-45	42	163	8	4	6	10	1,287,550,013	31	69,223,119	1,426	1,504,851	67,838	50,000	1,122,280	5,000	6	4	0
0436	2011-04-09	09-14-20-22-33-34	28	132	8	4	5	8	1,512,266,579	44	45,826,260	1,425	1,414,987	70,742	50,000	1,153,313	5,000	5	3	0
0437	2011-04-16	11-16-29-38-41-44	21	179	9	4	4	6	2,096,245,438	33	63,522,590	1,286	1,630,051	64,531	50,000	1,080,539	5,000	4	2	0
0438	2011-04-23	06-12-20-26-29-38	45	131	7	4	6	9	1,377,142,167	41	50,383,250	1,303	1,585,352	65,010	50,000	1,081,763	5,000	8	1	0
0439	2011-04-30	17-20-30-31-37-40	25	175	7	3	5	6	1,900,077,375	33	57,578,103	1,437	1,322,253	75,335	50,000	1,174,597	5,000	5	1	0
0440	2011-05-07	10-22-28-34-36-44	02	174	7	3	4	6	1,995,873,000	41	48,679,830	1,495	1,335,033	68,428	50,000	1,103,401	5,000	4	2	0
0441	2011-05-14	01-23-28-30-34-35	09	151	8	3	6	4	3,170,417,063	42	50,324,081	1,127	1,875,432	60,027	50,000	1,045,164	5,000	4	0	0
0442	2011-05-21	25-27-29-36-38-40	41	195	2	4	6	9	1,413,413,042	27	78,522,947	1,271	1,668,073	63,699	50,000	1,092,813	5,000	5	4	0
0443	2011-05-28	04-06-10-19-20-44	14	103	10	4	5	9	1,327,597,584	41	48,570,644	1,668	1,193,883	74,414	50,000	1,193,233	5,000	6	3	0
0444	2011-06-04	11-13-23-35-43-45	17	170	5	2	6	3	4,154,188,625	26	79,888,243	1,270	1,635,508	65,611	50,000	1,087,892	5,000	2	1	0
0445	2011-06-11	13-20-21-30-39-45	32	168	9	4	4	7	1,791,683,036	28	74,653,460	1,183	1,766,946	61,433	50,000	1,046,503	5,000	4	3	0
0446	2011-06-18	01-11-12-14-26-35	06	99	10	3	6	3	4,051,247,625	41	49,405,459	1,375	1,473,181	68,198	50,000	1,136,546	5,000	2	1	0
0447	2011-06-25	02-07-08-09-17-33	34	76	9	0	3	4	2,657,941,125	31	57,160,025	1,721	1,029,612	84,363	50,000	1,276,737	5,000	2	2	0
0448	2011-07-02	03-07-13-27-40-41	36	131	9	4	5	3	4,026,212,750	35	57,517,325	1,422	1,415,687	72,122	50,000	1,191,936	5,000	3	0	0
0449	2011-07-09	03-10-20-26-35-43	36	137	8	6	6	3	4,059,715,250	39	52,047,632	1,295	1,567,458	65,963	50,000	1,114,025	5,000	2	1	0
0450	2011-07-16	06-14-19-21-23-31	13	114	7	3	6	6	1,990,391,625	34	58,540,931	1,349	1,475,458	67,461	50,000	1,113,967	5,000	6	0	0
0451	2011-07-23	12-15-20-24-30-38	29	139	8	3	4	13	882,138,952	31	61,654,873	1,612	1,185,671	74,696	50,000	1,181,075	5,000	6	7	0
0452	2011-07-30	08-10-18-30-32-34	27	132	6	3	4	9	1,276,902,000	48	39,903,188	1,298	1,475,619	66,864	50,000	1,112,471	5,000	4	5	0
0453	2011-08-06	12-24-33-38-40-42	30	189	8	5	5	5	2,262,732,375	36	52,378,065	1,412	1,335,419	69,250	50,000	1,096,036	5,000	3	2	0
0454	2011-08-13	13-25-27-34-38-41	10	178	8	5	5	7	1,609,125,590	43	43,658,447	1,397	1,343,818	74,480	50,000	1,090,420	5,000	6	1	0
0455	2011-08-20	04-19-20-26-30-35	24	134	8	5	5	7	1,635,711,483	32	59,635,315	1,448	1,317,908	69,056	50,000	1,133,097	5,000	6	1	0
0456	2011-08-27	01-07-12-18-23-27	44	88	6	4	6	7	1,598,505,054	39	47,818,528	1,616	1,154,037	75,858	50,000	1,199,612	5,000	5	2	0
0457	2011-09-03	08-10-18-23-27-40	33	126	8	6	6	10	1,159,902,825	47	41,131,306	1,506	1,283,647	72,524	50,000	1,149,591	5,000	6	4	0
0458	2011-09-10	04-09-10-32-36-40	18	131	9	4	5	8	1,608,812,625	52	41,251,606	1,433	1,496,918	72,902	50,000	1,216,672	5,000	5	3	0
0459	2011-09-17	04-06-10-14-25-40	12	99	8	4	6	7	1,655,842,233	46	41,995,999	1,532	1,260,977	73,084	50,000	1,167,264	5,000	4	3	0
0460	2011-09-24	08-11-28-30-43-45	41	165	7	2	3	4	3,180,895,782	30	70,686,573	1,307	1,622,493	66,799	50,000	1,130,818	5,000	4	0	0
0461	2011-10-01	11-18-26-31-37-40	43	163	10	4	5	6	1,948,674,875	32	60,896,090	1,717	1,134,931	75,605	50,000	1,188,529	5,000	4	2	0
0462	2011-10-08	03-20-24-32-37-45	04	161	6	3	5	8	1,483,559,297	39	50,719,976	1,394	1,418,996	67,106	50,000	1,096,569	5,000	5	3	0
0463	2011-10-15	23-29-31-33-34-44	40	194	7	2	4	0	0	37	54,687,384	1,254	1,613,584	62,251	50,000	1,060,512	5,000	0	0	0
0464	2011-10-22	06-12-15-34-42-44	04	153	10	3	5	13	3,355,721,106	78	67,273,025	3,145	1,668,457	159,899	50,000	2,682,564	5,000	10	3	0
0465	2011-10-29	01-08-11-13-22-38	31	93	10	2	5	7	1,923,662,893	46	48,788,552	1,733	1,295,023	83,244	50,000	1,356,052	5,000	4	3	0
0466	2011-11-05	04-10-13-23-32-44	20	126	8	4	6	9	1,530,313,459	55	41,735,822	1,746	1,314,703	83,132	50,000	1,327,403	5,000	6	3	0
0467	2011-11-12	02-12-14-17-24-40	39	109	8	3	4	9	1,435,441,084	33	65,247,322	1,811	1,188,936	88,314	50,000	1,410,192	5,000	7	2	0
0468	2011-11-19	08-13-15-28-37-43	17	144	9	4	6	9	1,527,197,167	33	69,418,054	1,457	1,572,269	70,701	50,000	1,187,572	5,000	8	1	0
0469	2011-11-26	04-21-22-34-37-38	33	156	7	5	5	4	3,330,131,250	33	67,275,379	1,277	1,738,519	65,880	50,000	1,125,554	5,000	2	2	0
0470	2011-12-03	10-16-20-39-41-42	27	168	10	2	3	3	4,333,330,625	27	80,246,864	1,390	1,558,753	71,706	50,000	1,207,572	5,000	3	0	0
0471	2011-12-10	06-13-29-37-39-41	43	165	9	4	6	7	1,939,332,858	30	75,418,500	1,219	1,856,075	63,297	50,000	1,096,176	5,000	5	2	0
0472	2011-12-17	16-25-26-31-36-43	44	177	8	2	4	7	1,809,656,090	23	91,794,150	1,352	1,561,587	68,212	50,000	1,132,776	5,000	6	1	0
0473	2011-12-24	08-13-20-22-23-36	34	122	9	5	6	4	3,250,418,063	36	60,192,928	1,313	1,650,378	67,064	50,000	1,148,971	5,000	3	1	0
0474	2011-12-31	04-13-18-31-33-45	43	144	8	3	4	15	936,690,800	48	48,785,980	1,738	1,347,369	81,500	50,000	1,336,085	5,000	6	9	0
0475	2012-01-07	01-09-14-16-21-29	03	90	4	3	5	8	1,693,923,047	33	68,441,336	1,486	1,519,896	75,257	50,000	1,238,055	5,000	3	5	0
0476	2012-01-14	09-12-13-15-37-38	27	124	7	3	6	4	3,439,851,469	34	67,448,069	1,294	1,772,206	68,643	50,000	1,203,577	5,000	4	0	0
0477	2012-01-21	14-25-29-32-33-45	37	178	9	5	6	8	1,919,011,829	33	77,535,832	1,474	1,735,877	73,001	50,000	1,256,239	5,000	7	1	0
0478	2012-01-28	18-29-30-37-39-43	08	196	10	4	5	14	987,224,759	35	65,814,984	1,285	1,792,627	67,069	50,000	1,141,261	5,000	12	2	0
0479	2012-02-04	08-23-25-27-35-44	24	162	7	3	3	6	2,233,046,500	34	65,677,839	1,389	1,607,665	71,489	50,000	1,197,119	5,000	6	0	0
0480	2012-02-11	03-05-10-17-30-31	16	96	8	2	3	4	2,996,742,282	50	39,956,564	1,983	1,007,478	96,288	50,000	1,382,163	5,000	3	1	0
0481	2012-02-18	03-04-23-29-40-41	20	140	8	3	5	3	4,639,355,750	34	68,225,820	1,294	1,792,642	66,695	50,000	1,185,827	5,000	3	0	0
0482	2012-02-25	01-10-16-24-25-35	43	111	8	3	5	7	1,897,921,179	30	73,808,046	1,639	1,350,971	78,522	50,000	1,292,139	5,000	4	3	0
0483	2012-03-03	12-15-19-22-28-34	05	130	7	0	3	5	2,567,196,675	53	40,364,728	1,886	1,134,322	83,480	50,000	1,300,537	5,000	2	3	0
0484	2012-03-10	01-03-27-28-32-45	11	136	10	4	6	6	2,305,303,063	32	72,040,721	1,343	1,716,533	70,285	50,000	1,197,263	5,000	4	2	0
0485	2012-03-17	17-22-26-27-36-39	20	167	7	3	4	9	1,501,474,917	33	68,248,860	1,406	1,601,859	72,785	50,000	1,237,898	5,000	7	2	0
0486	2012-03-24	01-02-23-25-38-40	43	129	8	4	5	13	1,008,634,125	29	75,357,722	1,501	1,455,946	72,658	50,000	1,230,904	5,000	9	4	0
0487	2012-03-31	04-08-25-27-37-41	21	142	8	4	6	8	1,638,830,766	46	47,502,342	1,587	1,376,880	76,639	50,000	1,265,088	5,000	5	3	0
0488	2012-04-07	02-08-17-30-31-38	25	126	10	4	6	10	1,330,393,575	33	67,191,595	1,345	1,648,567	69,224	50,000	1,181,353	5,000	8	2	0
0489	2012-04-14	02-04-08-15-20-27	11	76	8	5	5	6	2,106,360,625	52	40,506,936	1,538	1,369,546	75,822	50,000	1,227,452	5,000	4	2	0
0490	2012-04-21	02-07-26-29-40-43	42	147	8	3	4	7	1,860,234,161	29	74,837,007	1,357	1,599,318	65,961	50,000	1,126,965	5,000	5	2	0
0491	2012-04-28	08-17-35-36-39-42	04	177	9	4	5	4	3,304,634,438	31	71,067,408	1,360	1,619,919	68,290	50,000	1,133,544	5,000	3	1	0
0492	2012-05-05	22-27-31-35-37-40	42	192	6	5	6	5	2,493,013,800	40	51,937,788	1,434	1,448,753	69,327	50,000	1,152,057	5,000	3	2	0
0493	2012-05-12	20-22-26-33-36-37	25	174	8	5	5	9	1,451,120,334	27	80,617,797	1,342	1,621,968	68,608	50,000	1,154,415	5,000	7	2	0
0494	2012-05-19	05-07-08-15-30-43	22	108	10	5	5	12	1,054,588,407	40	52,729,421	1,539	1,370,486	74,174	50,000	1,215,736	5,000	7	5	0
0495	2012-05-26	04-13-22-27-34-44	06	144	9	3	3	6	2,111,645,000	44	47,991,932	1,568	1,346,713	75,762	50,000	1,228,344	5,000	4	2	0
0496	2012-06-02	04-13-20-29-36-41	39	143	6	5	6	4	3,285,932,250	46	47,622,207	1,389	1,577,122	66,873	50,000	1,117,856	5,000	3	1	0
0497	2012-06-09	19-20-23-24-43-44	13	173	5	3	4	6	2,222,817,813	30	74,093,928	1,148	1,936,253	61,101	50,000	1,073,640	5,000	6	0	0
0498	2012-06-16	13-14-24-32-39-41	03	163	10	3	4	4	3,244,503,094	35	61,800,059	1,334	1,621,441	68,471	50,000	1,139,612	5,000	4	0	0
0499	2012-06-23	05-20-23-27-35-40	43	150	9	4	6	3	4,070,480,250	46	44,244,351	1,514	1,344,281	76,797	50,000	1,252,409	5,000	2	1	0
0500	2012-06-30	03-04-12-20-24-34	41	97	9	4	4	9	1,351,072,375	68	29,803,068	1,831	1,106,832	84,979	50,000	1,308,863	5,000	7	2	0
0501	2012-07-07	01-04-10-17-31-42	02	105	10	1	4	4	3,025,200,094	61	33,062,297	1,639	1,230,507	77,235	50,000	1,272,541	5,000	3	1	0
0502	2012-07-14	06-22-28-32-34-40	26	162	7	3	4	6	2,201,458,125	31	71,014,779	1,482	1,485,465	70,160	50,000	1,176,131	5,000	3	3	0
